programa_codigo;programa_descricao;projeto_atividade_codigo;projeto_atividade_descricao;unidade_orcamentaria_codigo;unidade_orcamentaria_sigla;unidade_orcamentaria_nome;valor_despesa_empenhada;valor_despesa_liquidada;valor_pago_financeiro;valor_despesa_liquidada_rp;valor_pago_rp
10;REGULACAO E FISCALIZACAO DOS SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO E ATENDIMENTO AOS USUARIOS;4013;REGULACAO E FISCALIZACAO ECONOMICO-FINANCEIRA;2441;ARSAE -MG;AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA;2037478,53;1837393,09;1724759,32;34176,15;32228,51
10;REGULACAO E FISCALIZACAO DOS SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO E ATENDIMENTO AOS USUARIOS;4014;REGULACAO OPERACIONAL E FISCALIZACAO DA PRESTACAO DE SERVICOS;2441;ARSAE -MG;AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA;2037478,53;1837393,09;1724759,32;118820,17;165370,57
10;REGULACAO E FISCALIZACAO DOS SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO E ATENDIMENTO AOS USUARIOS;4015;ATENDIMENTO AO INTERESSADO NA PRESTACAO DE SERVICOS;2441;ARSAE -MG;AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA;2037478,53;1837393,09;1724759,32;2938,28;18327,3
11;ASSESSORAMENTO TECNICO E ADMINISTRATIVO AO GOVERNADOR E VICE-GOVERNADOR;4007;INFORMACAO, COORDENACAO E SUPORTE A GOVERNADORIA E VICE-GOVERNADORIA;1631;SEC. GERAL;SECRETARIA-GERAL;654467,18;654467,18;667722,32;1512,0;1512,0
11;ASSISTENCIA SOCIAL E DIREITOS HUMANOS;4234;COFINANCIAMENTO DE SERVICOS PARA MUNICIPIOS NA EXECUCAO DE PROTECAO BASICA;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
11;ASSISTENCIA SOCIAL E DIREITOS HUMANOS;4234;COFINANCIAMENTO PARA MUNICIPIOS NA EXECUCAO DE PROTECAO BASICA;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
11;ASSISTENCIA SOCIAL E DIREITOS HUMANOS;4236;COFINANCIAMENTO DE SERVICOS E BENEFICIOS PARA MUNICIPIOS NA EXECUCAO DE PROTECAO ESPECIAL - SERIE HI;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
11;ASSISTENCIA SOCIAL E DIREITOS HUMANOS;4236;COFINANCIAMENTO PARA MUNICIPIOS NA EXECUCAO DE PROTECAO ESPECIAL;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
11;ASSISTENCIA SOCIAL E DIREITOS HUMANOS;4301;COFINANCIAMENTO DO PISO MINEIRO DE ASSISTENCIA SOCIAL;4251;FEAS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;;;;0,0;0,0
11;SERVICOS PRESTADOS PELO IPSEMG NA REDE PROPRIA;4085;ATENCAO A SAUDE ODONTOLOGICA NA CAPITAL;2011;IPSEMG;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
11;SERVICOS PRESTADOS PELO IPSEMG NA REDE PROPRIA;4087;ATENCAO A SAUDE MEDICA HOSPITALAR NA CAPITAL;2011;IPSEMG;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;;;;49806,48;49243,67
12;POLITICA PUBLICA DE METROLOGIA E AVALIACAO DA CONFORMIDADE;4024;EXECUCAO DO CONTROLE METROLOGICO NO ESTADO DE MINAS GERAIS;2331;IPEMMG;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;9243118,56;8369879,0;7831740,07;360351,28;528570,88
12;POLITICA PUBLICA DE METROLOGIA E AVALIACAO DA CONFORMIDADE;4026;AVALIACAO DA CONFORMIDADE DE PRODUTOS E SERVICOS NO MERCADO MINEIRO (VISITAS);2331;IPEMMG;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;9243118,56;8369879,0;7831740,07;26873,62;49591,89
14;GESTAO FISCAL, CONTABIL E FINANCEIRA DO ESTADO;2017;MANUTENCAO DO DATACENTER E SERVICOS DE SUPORTE;1191;SEF;SECRETARIA DE ESTADO DE FAZENDA;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;1077;EDUCACAO EM TEMPO INTEGRAL - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;2130;PROVIMENTO E GESTAO DO ENSINO FUNDAMENTAL - APOIO ADMINISTRATIVO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;2131;PROVIMENTO E GESTAO DO ENSINO MEDIO - APOIO ADMINISTRATIVO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;4187;PROGRAMA DE INTERVENCAO PEDAGOGICA - ENSINO FUNDAMENTAL - PIP/EF;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;4585;PROVIMENTO E GESTAO DO ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
15;EDUCACAO PARA CRESCER;4586;PROVIMENTO E GESTAO DO ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
17;PRO-ESCOLA;4593;GESTAO DA INFRAESTRUTURA DO SISTEMA ESTADUAL DE EDUCACAO  - ENSINO FUNDAMENTAL;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
17;PRO-ESCOLA;4594;GESTAO DA INFRAESTRUTURA DO SISTEMA ESTADUAL DE EDUCACAO - ENSINO MEDIO;1261;SEE;SECRETARIA DE ESTADO DE EDUCACAO;;;;0,0;0,0
18;ASSISTENCIA HEMATOLOGICA E HEMOTERAPICA;4037;DESENVOLVIMENTO DO PROGRAMA DE SANGUE E HEMODERIVADOS;2321;HEMOMINAS;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;;;;0,0;0,0
18;COMUNICACAO INSTITUCIONAL E DE UTILIDADE PUBLICA;2001;ASSESSORIA DE PUBLICIDADE;1711;SECOM;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;166921521,32;87429659,87;82846378,64;78610222,71;74921458,83
18;COMUNICACAO INSTITUCIONAL E DE UTILIDADE PUBLICA;2002;ASSESSORIA DE IMPRENSA;1711;SECOM;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;166921521,32;87429659,87;82846378,64;460071,47;453107,55
18;COMUNICACAO INSTITUCIONAL E DE UTILIDADE PUBLICA;2003;ASSESSORIA DE COMUNICACAO DIGITAL;1711;SECOM;SECRETARIA DE ESTADO DE COMUNICACAO SOCIAL;166921521,32;87429659,87;82846378,64;361710,65;357357,93
19;ATENCAO HOSPITALAR ESPECIALIZADA;4029;ATENCAO INTEGRAL AO SISTEMA ESTADUAL DE TRANSPLANTES;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;811133704,71;693009949,28;652449905,929999;1503217,28;1499305,34
19;ATENCAO HOSPITALAR ESPECIALIZADA;4030;ATENCAO INTEGRAL NAS UNIDADES ASSISTENCIAIS DE REABILITACAO E CUIDADOS INTEGRADOS;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;811133704,71;693009949,28;652449905,929999;5329558,35;6721842,61
19;ATENCAO HOSPITALAR ESPECIALIZADA;4031;ATENCAO INTEGRAL NAS UNIDADES ASSISTENCIAIS DE REFERENCIA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;811133704,71;693009949,28;652449905,929999;8898874,03;11530283,73
19;ATENCAO HOSPITALAR ESPECIALIZADA;4032;ATENCAO INTEGRAL NAS UNIDADES ASSISTENCIAIS DE SAUDE MENTAL;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;811133704,71;693009949,28;652449905,929999;1518993,22;2254760,92
19;ATENCAO HOSPITALAR ESPECIALIZADA;4034;ATENCAO INTEGRAL NO COMPLEXO HOSPITALAR DE BARBACENA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;811133704,71;693009949,28;652449905,929999;4248148,72;5572384,95
19;ATENCAO HOSPITALAR ESPECIALIZADA;4035;ATENCAO INTEGRAL NO COMPLEXO HOSPITALAR DE ESPECIALIDADES;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;811133704,71;693009949,28;652449905,929999;16137653,95;19087189,14
19;ATENCAO HOSPITALAR ESPECIALIZADA;4036;ATENCAO INTEGRAL NO COMPLEXO HOSPITALAR DE URGENCIA E EMERGENCIA;2271;FHEMIG;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;811133704,71;693009949,28;652449905,929999;19845774,37;22863873,55
20;INFRAESTRUTURA DE DEFESA SOCIAL;1197;MODERNIZACAO DO SISTEMA PRISIONAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;1206;MODERNIZACAO DO SISTEMA SOCIOEDUCATIVO;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4055;ATENDIMENTO AO ADOLESCENTE EM CONFLITO COM A LEI - CUMPRIMENTO DE MEDIDAS SOCIOEDUCATIVAS DE SEMILIB;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4207;ATENDIMENTO A SAUDE DO ADOLESCENTE EM CONFLITO COM A LEI;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4207;UNIDADES DE SAUDE DO SISTEMA SOCIOEDUCATIVO;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4214;UNIDADES DE SAUDE DO SISTEMA PRISIONAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4214;UNIDADES DE SAUDE DO SISTEMA PRISIONAL;4291;FES;FUNDO ESTADUAL DE SAUDE;;;;0,0;0,0
20;INFRAESTRUTURA DE DEFESA SOCIAL;4321;ATENDIMENTO AO ADOLESCENTE EM CONFLITO COM A LEI - CUMPRIMENTO DE MEDIDAS SOCIOEDUCATIVAS EM MEIO FE;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;45945,36
20;INFRAESTRUTURA DE DEFESA SOCIAL;4379;CUSTODIA E RESSOCIALIZACAO DE PRESOS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;16512,94
20;INFRAESTRUTURA DE DEFESA SOCIAL                                                                                         ;4379;CUSTODIA E RESSOCIALIZACAO DE PRESOS;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
21;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4065;ATIVIDADE DE ENSINO DE GRADUACAO PRESENCIAL E A DISTANCIA;2351;UEMG;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;;;;31010,15;30975,39
21;DESENVOLVIMENTO DO ENSINO SUPERIOR NA UEMG;4069;ATIVIDADE DE EXTENSAO UNIVERSITARIA;2351;UEMG;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;;;;0,0;0,0
21;GESTAO INTEGRADA DE DEFESA SOCIAL;4056;PRODUCAO DE INFORMACOES DE DEFESA SOCIAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
21;GESTAO INTEGRADA DE DEFESA SOCIAL;4320;INTEGRACAO E PROMOCAO DA QUALIDADE OPERACIONAL DO SISTEMA DE DEFESA SOCIAL;1451;SEJUSP;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA;;;;0,0;0,0
21;SANEAMENTO E RESIDUOS ESPECIAIS;4028;PROMOCAO DAS POLITICAS PUBLICAS DE ABASTECIMENTO DE AGUA, ESGOTAMENTO SANITARIO E DRENAGEM DE AGUAS;1371;SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;15785966,52;13203876,23;9254303,48;530870,71;469061,05
21;SANEAMENTO E RESIDUOS ESPECIAIS;4037;GESTAO DE RESIDUOS E CENTRO MINEIRO DE REFERENCIA EM RESIDUOS;1371;SEMAD;SECRETARIA DE ESTADO DE MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL;15785966,52;13203876,23;9254303,48;17522,05;17298,03
